Just	Just	av-j	Just	just	0
from	from	p-acp	from	from	0
a	a	dt	a	a	0
night	night	n1	night	night	0
journey	journey	n1	journey	journey	0
,	,	,	,	,	0
I	I	pns11	I	I	0
understand	understand	vvb	understand	understand	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
itself	itself	px31	itself	itself	0
a	a	dt	a	a	0
monotonous	monotonous	j	monotonous	monotonous	0
occupation	occupation	n1	occupation	occupation	0
.	.	.	.	.	0
"	"	"	"	"	1
Miss	Miss	np1	Miss	Miss	0
Doran	Doran	np1	Doran	Doran	0
,	,	,	,	,	0
whose	whose	r-crq	whose	who	0
graceful	graceful	j	graceful	graceful	0
figure	figure	n1	figure	figure	0
and	and	cc	and	and	0
striking	striking	j-vvg	striking	strike	0
face	face	n1	face	face	0
attracted	attracted	vvd	attracted	attract	0
much	much	d	much	much	0
attention	attention	n1	attention	attention	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
Westbury	Westbury	np1	Westbury	Westbury	0
House	House	np1	House	House	0
festivities	festivities	n2	festivities	festivity	0
,	,	,	,	,	0
is	is	vbz	is	be	0
an	an	dt	an	a	0
only	only	j	only	only	0
child	child	n1	child	child	0
,	,	,	,	,	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
currently	currently	av-j	currently	current	0
reported	reported	vvn	reported	report	0
that	that	cst	that	that	0
her	her	po31	her	her	0
dowry	dowry	n1	dowry	dowry	0
will	will	vmb	will	will	0
run	run	vvi	run	run	0
to	to	p-acp	to	to	0
considerably	considerably	av-j	considerably	considerable	0
over	over	p-acp	over	over	0
the	the	dt	the	the	0
six	six	crd	six	six	0
figures	figures	n2	figures	figure	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
expectancies	expectancies	n2	expectancies	expectancy	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
future	future	n-jn	future	future	0
.	.	.	.	.	1
James	James	np1	James	James	0
McCarthy	McCarthy	np1	McCarthy	McCarthy	0
was	was	vbds	was	be	0
acquitted	acquitted	vvn	acquitted	acquit	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
Assizes	Assizes	np1	Assizes	Assizes	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
strength	strength	n1	strength	strength	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
number	number	n1	number	number	0
of	of	pp-f	of	of	0
objections	objections	n2	objections	objection	0
which	which	r-crq	which	which	0
had	had	vhd	had	have	0
been	been	vbn	been	be	0
drawn	drawn	vvn	drawn	draw	0
out	out	av	out	out	0
by	by	p-acp	by	by	0
Holmes	Holmes	np1	Holmes	Holmes	0
and	and	cc	and	and	0
submitted	submitted	vvd	submitted	submit	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
defending	defending	vvg	defending	defend	0
counsel	counsel	n1	counsel	counsel	0
.	.	.	.	.	1
Be	Be	vbb	Be	be	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
know	know	vvi	know	know	0
all	all	d	all	all	0
that	that	cst	that	that	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
know	know	vvi	know	know	0
.	.	.	.	.	1
I	I	pns11	I	I	0
would	would	vmd	would	will	0
send	send	vvi	send	send	0
you	you	pn22	you	you	0
a	a	dt	a	a	0
wire	wire	n1	wire	wire	0
.	.	.	.	.	1
She	She	pns31	She	she	0
has	has	vhz	has	have	0
heard	heard	vvn	heard	hear	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
would	would	vmd	would	will	0
have	have	vhi	have	have	0
your	your	po22	your	your	0
opinion	opinion	n1	opinion	opinion	0
,	,	,	,	,	0
though	though	c-acp	though	though	0
I	I	pns11	I	I	0
repeatedly	repeatedly	av-vvn	repeatedly	repeat	0
told	told	vvd	told	tell	0
her	her	pno31	her	she	0
that	that	cst	that	that	0
there	there	pc-acp	there	there	0
was	was	vbds	was	be	0
nothing	nothing	pix	nothing	nothing	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
could	could	vmd	could	can	0
do	do	vdi	do	do	0
which	which	r-crq	which	which	0
I	I	pns11	I	I	0
had	had	vhd	had	have	0
not	not	xx	not	not	0
already	already	av	already	already	0
done	done	vdn	done	do	0
.	.	.	.	.	1
It	It	pn31	It	it	0
was	was	vbds	was	be	0
a	a	dt	a	a	0
perfect	perfect	j	perfect	perfect	0
day	day	n1	day	day	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
bright	bright	j	bright	bright	0
sun	sun	n1	sun	sun	0
and	and	cc	and	and	0
a	a	dt	a	a	0
few	few	d	few	few	0
fleecy	fleecy	j	fleecy	fleecy	0
clouds	clouds	n2	clouds	cloud	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
heavens	heavens	n2	heavens	heaven	0
.	.	.	.	.	1
I	I	pns11	I	I	0
had	had	vhd	had	have	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
know	know	vvb	know	know	0
,	,	,	,	,	0
cut	cut	vvb	cut	cut	0
off	off	a-acp	off	off	0
my	my	po11	my	my	0
hair	hair	n1	hair	hair	0
in	in	p-acp	in	in	0
London	London	np1	London	London	0
,	,	,	,	,	0
and	and	cc	and	and	0
I	I	pns11	I	I	0
had	had	vhd	had	have	0
placed	placed	vvn	placed	place	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
great	great	j	great	great	0
coil	coil	n1	coil	coil	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
bottom	bottom	n1	bottom	bottom	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
trunk	trunk	n1	trunk	trunk	0
.	.	.	.	.	1
"	"	"	"	"	0
Your	Your	po22	Your	your	0
cases	cases	n2	cases	case	0
have	have	vhb	have	have	0
indeed	indeed	av	indeed	indeed	0
been	been	vbn	been	be	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
interest	interest	n1	interest	interest	0
to	to	p-acp	to	to	0
me	me	pno11	me	I	0
,	,	,	,	,	0
"	"	"	"	"	0
I	I	pns11	I	I	0
observed	observed	vvd	observed	observe	0
.	.	.	.	.	1
You	You	pn22	You	you	0
must	must	vmb	must	must	0
lock	lock	vvi	lock	lock	0
yourself	yourself	px21	yourself	yourself	0
up	up	p-acp	up	up	0
from	from	p-acp	from	from	0
him	him	pno31	him	he	0
to-night	to-night	av-an	tonight	tonight	0
.	.	.	.	.	1
We	We	pns12	We	we	0
are	are	vbb	are	be	0
only	only	av-j	only	only	0
just	just	av-j	just	just	0
in	in	p-acp	in	in	0
time	time	n1	time	time	0
to	to	pc-acp	to	to	0
prevent	prevent	vvi	prevent	prevent	0
some	some	d	some	some	0
subtle	subtle	j	subtle	subtle	0
and	and	cc	and	and	0
horrible	horrible	j	horrible	horrible	0
crime	crime	n1	crime	crime	0
.	.	.	.	.	0
"	"	"	"	"	1
Good-day	Good-day	n1	Good-day	good-day	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
Miss	Miss	np1	Miss	Miss	0
Hunter	Hunter	np1	Hunter	Hunter	0
.	.	.	.	.	0
'	'	'	'	'	1
Indeed	Indeed	av	Indeed	indeed	0
,	,	,	,	,	0
I	I	pns11	I	I	0
have	have	vhb	have	have	0
found	found	vvn	found	find	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
usually	usually	av-j	usually	usual	0
in	in	p-acp	in	in	0
unimportant	unimportant	j	unimportant	unimportant	0
matters	matters	n2	matters	matter	0
that	that	cst	that	that	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
field	field	n1	field	field	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
observation	observation	n1	observation	observation	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
quick	quick	j	quick	quick	0
analysis	analysis	n1	analysis	analysis	0
of	of	pp-f	of	of	0
cause	cause	n1	cause	cause	0
and	and	cc	and	and	0
effect	effect	n1	effect	effect	0
which	which	r-crq	which	which	0
gives	gives	vvz	gives	give	0
the	the	dt	the	the	0
charm	charm	n1	charm	charm	0
to	to	p-acp	to	to	0
an	an	dt	an	a	0
investigation	investigation	n1	investigation	investigation	0
.	.	.	.	.	1
His	His	po31	His	his	0
manner	manner	n1	manner	manner	0
was	was	vbds	was	be	0
brisk	brisk	j	brisk	brisk	0
,	,	,	,	,	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
his	his	po31	his	his	0
general	general	j	general	general	0
appearance	appearance	n1	appearance	appearance	0
gave	gave	vvd	gave	give	0
an	an	dt	an	a	0
undue	undue	j	undue	undue	0
impression	impression	n1	impression	impression	0
of	of	pp-f	of	of	0
age	age	n1	age	age	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
a	a	dt	a	a	0
slight	slight	j	slight	slight	0
forward	forward	av-j	forward	forward	0
stoop	stoop	vvi	stoop	stoop	0
and	and	cc	and	and	0
a	a	dt	a	a	0
little	little	j	little	little	0
bend	bend	n1	bend	bend	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
knees	knees	n2	knees	knee	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
walked	walked	vvd	walked	walk	0
.	.	.	.	.	1
If	If	cs	If	if	0
you	you	pn22	you	you	0
should	should	vmd	should	shall	0
find	find	vvi	find	find	0
yourself	yourself	px21	yourself	yourself	0
in	in	p-acp	in	in	0
doubt	doubt	n1	doubt	doubt	0
or	or	cc	or	or	0
in	in	p-acp	in	in	0
danger	danger	n1	danger	danger	0
--	--	--	--	--	0
"	"	"	"	"	0
"	"	"	"	"	0
Danger	Danger	n1	Danger	danger	0
!	!	!	!	!	1
What	What	q-crq	What	what	0
can	can	vmb	can	can	0
I	I	pns11	I	I	0
do	do	vdi	do	do	0
?	?	?	?	?	0
"	"	"	"	"	1
Astonishment	Astonishment	n1	Astonishment	astonishment	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
unexpected	unexpected	j	unexpected	unexpected	0
sight	sight	n1	sight	sight	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
might	might	vmd	might	may	0
cause	cause	vvi	cause	cause	0
him	him	pno31	him	he	0
to	to	pc-acp	to	to	0
throw	throw	vvi	throw	throw	0
up	up	a-acp	up	up	0
his	his	po31	his	his	0
hands	hands	n2	hands	hand	0
?	?	?	?	?	0
"	"	"	"	"	1
"	"	"	"	"	0
My	My	po11	My	my	0
God!	God!	np1	God!	God!	0
"	"	"	"	"	1
I	I	pns11	I	I	0
only	only	av-j	only	only	0
wonder	wonder	vvb	wonder	wonder	0
I	I	pns11	I	I	0
didn't	didn't	vddx	didn't	do	0
fall	fall	vvi	fall	fall	0
down	down	a-acp	down	down	0
and	and	cc	and	and	0
do	do	vdb	do	do	0
a	a	dt	a	a	0
faint	faint	n1	faint	faint	0
right	right	j-jn	right	right	0
there	there	a-acp	there	there	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
altar	altar	n1	altar	altar	0
.	.	.	.	.	0
"	"	"	"	"	1
"	"	"	"	"	0
What	What	q-crq	What	what	0
then	then	av	then	then	0
?	?	?	?	?	0
"	"	"	"	"	1
We	We	pns12	We	we	0
shall	shall	vmb	shall	shall	0
just	just	av-j	just	just	0
be	be	vbi	be	be	0
in	in	p-acp	in	in	0
time	time	n1	time	time	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
a	a	dt	a	a	0
little	little	j	little	little	0
breakfast	breakfast	n1	breakfast	breakfast	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
.	.	.	.	.	1
I	I	pns11	I	I	0
do	do	vdb	do	do	0
not	not	xx	not	not	0
know	know	vvi	know	know	0
whether	whether	cs	whether	whether	0
the	the	dt	the	the	0
spotted	spotted	j-vvn	spotted	spot	0
handkerchiefs	handkerchiefs	n2	handkerchiefs	handkerchief	0
which	which	r-crq	which	which	0
so	so	av	so	so	0
many	many	d	many	many	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
wear	wear	vvi	wear	wear	0
over	over	a-acp	over	over	0
their	their	po32	their	their	0
heads	heads	n2	heads	head	0
might	might	vmd	might	may	0
have	have	vhi	have	have	0
suggested	suggested	vvn	suggested	suggest	0
the	the	dt	the	the	0
strange	strange	j	strange	strange	0
adjective	adjective	n1	adjective	adjective	0
which	which	r-crq	which	which	0
she	she	pns31	she	she	0
used	used	vvd	used	use	0
.	.	.	.	.	0
"	"	"	"	"	1
We	We	pns12	We	we	0
had	had	vhd	had	have	0
no	no	dx	no	no	0
feeling	feeling	n1	feeling	feeling	0
of	of	pp-f	of	of	0
security	security	n1	security	security	0
unless	unless	cs	unless	unless	0
our	our	po12	our	our	0
doors	doors	n2	doors	door	0
were	were	vbdr	were	be	0
locked	locked	vvn	locked	lock	0
.	.	.	.	.	0
"	"	"	"	"	1
He	He	pns31	He	he	0
had	had	vhd	had	have	0
hardly	hardly	av	hardly	hardly	0
shut	shut	vvn	shut	shut	0
the	the	dt	the	the	0
door	door	n1	door	door	0
behind	behind	p-acp	behind	behind	0
him	him	pno31	him	he	0
when	when	c-crq	when	when	0
Holmes	Holmes	np1	Holmes	Holmes	0
rose	rose	vvd	rose	rise	0
to	to	pc-acp	to	to	0
put	put	vvi	put	put	0
on	on	p-acp	on	on	0
his	his	po31	his	his	0
overcoat	overcoat	n1	overcoat	overcoat	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
it	it	pn31	it	it	0
emerged	emerged	vvn	emerged	emerge	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
moonshine	moonshine	n1	moonshine	moonshine	0
I	I	pns11	I	I	0
saw	saw	vvd	saw	see	0
what	what	r-crq	what	what	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
.	.	.	.	.	1
"	"	"	"	"	0
Then	Then	av	Then	then	0
I	I	pns11	I	I	0
fail	fail	vvb	fail	fail	0
to	to	pc-acp	to	to	0
follow	follow	vvi	follow	follow	0
your	your	po22	your	your	0
Majesty	Majesty	np1	Majesty	Majesty	0
.	.	.	.	.	1
"	"	"	"	"	0
I	I	pns11	I	I	0
am	am	vbm	am	be	0
endeavouring	endeavouring	vvg	endeavouring	endeavour	0
to	to	pc-acp	to	to	0
tell	tell	vvi	tell	tell	0
you	you	pn22	you	you	0
everything	everything	pi	everything	everything	0
,	,	,	,	,	0
Mr.	Mr.	np1	Mr.	Mr.	0
Holmes	Holmes	np1	Holmes	Holmes	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
may	may	vmb	may	may	0
have	have	vhi	have	have	0
any	any	d	any	any	0
bearing	bearing	vvg	bearing	bear	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
case	case	n1	case	case	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
I	I	pns11	I	I	0
beg	beg	vvb	beg	beg	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
question	question	vvi	question	question	0
me	me	pno11	me	I	0
upon	upon	p-acp	upon	upon	0
any	any	d	any	any	0
point	point	n1	point	point	0
which	which	r-crq	which	which	0
I	I	pns11	I	I	0
do	do	vdb	do	do	0
not	not	xx	not	not	0
make	make	vvi	make	make	0
clear	clear	j	clear	clear	0
.	.	.	.	.	0
"	"	"	"	"	1
There	There	a-acp	There	there	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
,	,	,	,	,	0
all	all	d	all	all	0
safe	safe	j	safe	safe	0
and	and	cc	and	and	0
sound	sound	j	sound	sound	0
.	.	.	.	.	1
The	The	dt	The	the	0
summons	summons	n1	summons	summons	0
was	was	vbds	was	be	0
a	a	dt	a	a	0
brief	brief	j	brief	brief	0
and	and	cc	and	and	0
urgent	urgent	j	urgent	urgent	0
one	one	pi	one	one	0
.	.	.	.	.	1
"	"	"	"	"	0
Well	Well	uh-av	Well	well	0
,	,	,	,	,	0
I	I	pns11	I	I	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
twenty-seven	twenty-seven	crd	twenty-seven	twenty-seven	0
years	years	n2	years	year	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
force	force	n1	force	force	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
this	this	d	this	this	0
really	really	av-j	really	real	0
takes	takes	vvz	takes	take	0
the	the	dt	the	the	0
cake	cake	n1	cake	cake	0
.	.	.	.	.	0
"	"	"	"	"	1
Suddenly	Suddenly	av-j	Suddenly	sudden	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
horror	horror	n1	horror	horror	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
was	was	vbds	was	be	0
a	a	dt	a	a	0
distinct	distinct	j	distinct	distinct	0
sound	sound	n1	sound	sound	0
of	of	pp-f	of	of	0
footsteps	footsteps	n2	footsteps	footstep	0
moving	moving	vvg	moving	move	0
softly	softly	av-j	softly	soft	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
next	next	ord	next	next	0
room	room	n1	room	room	0
.	.	.	.	.	1
I	I	pns11	I	I	0
was	was	vbds	was	be	0
determined	determined	vvn	determined	determine	0
that	that	cst	that	that	0
the	the	dt	the	the	0
law	law	n1	law	law	0
should	should	vmd	should	shall	0
have	have	vhi	have	have	0
its	its	po31	its	its	0
way	way	n1	way	way	0
in	in	p-acp	in	in	0
everything	everything	pi	everything	everything	0
.	.	.	.	.	1
"	"	"	"	"	0
Well	Well	uh-av	Well	well	0
,	,	,	,	,	0
I	I	pns11	I	I	0
never	never	av-x	never	never	0
!	!	!	!	!	0
"	"	"	"	"	1
"	"	"	"	"	0
There	There	pc-acp	There	there	0
are	are	vbb	are	be	0
several	several	j	several	several	0
quiet	quiet	j-jn	quiet	quiet	0
little	little	j	little	little	0
villages	villages	n2	villages	village	0
up	up	a-acp	up	up	0
there	there	a-acp	there	there	0
.	.	.	.	.	0
"	"	"	"	"	1
It	It	pn31	It	it	0
was	was	vbds	was	be	0
only	only	j	only	only	0
to-day	to-day	av-an	today	today	0
that	that	cst	that	that	0
I	I	pns11	I	I	0
spoke	spoke	vvd	spoke	speak	0
to	to	p-acp	to	to	0
Major	Major	np1	Major	Major	0
Prendergast	Prendergast	np1	Prendergast	Prendergast	0
about	about	p-acp	about	about	0
my	my	po11	my	my	0
troubles	troubles	n2	troubles	trouble	0
and	and	cc	and	and	0
was	was	vbds	was	be	0
advised	advised	vvn	advised	advise	0
by	by	p-acp	by	by	0
him	him	pno31	him	he	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
.	.	.	.	.	0
"	"	"	"	"	1
Send	Send	vvb	Send	send	0
him	him	pno31	him	he	0
to	to	p-acp	to	to	0
gaol	gaol	n1	gaol	gaol	0
now	now	av	now	now	0
,	,	,	,	,	0
and	and	cc	and	and	0
you	you	pn22	you	you	0
make	make	vvb	make	make	0
him	him	pno31	him	he	0
a	a	dt	a	a	0
gaol-bird	gaol-bird	n1	gaol-bird	gaol-bird	0
for	for	p-acp	for	for	0
life	life	n1	life	life	0
.	.	.	.	.	1
Here	Here	av	Here	here	0
I	I	pns11	I	I	0
had	had	vhd	had	have	0
heard	heard	vvn	heard	hear	0
what	what	r-crq	what	what	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
heard	heard	vvn	heard	hear	0
,	,	,	,	,	0
I	I	pns11	I	I	0
had	had	vhd	had	have	0
seen	seen	vvn	seen	see	0
what	what	r-crq	what	what	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
seen	seen	vvn	seen	see	0
,	,	,	,	,	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
from	from	p-acp	from	from	0
his	his	po31	his	his	0
words	words	n2	words	word	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
evident	evident	j	evident	evident	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
saw	saw	vvd	saw	see	0
clearly	clearly	av-j	clearly	clear	0
not	not	xx	not	not	0
only	only	j	only	only	0
what	what	r-crq	what	what	0
had	had	vhd	had	have	0
happened	happened	vvn	happened	happen	0
but	but	p-acp	but	but	0
what	what	r-crq	what	what	0
was	was	vbds	was	be	0
about	about	a-acp	about	about	0
to	to	pc-acp	to	to	0
happen	happen	vvi	happen	happen	0
,	,	,	,	,	0
while	while	cs	while	while	0
to	to	p-acp	to	to	0
me	me	pno11	me	I	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
business	business	n1	business	business	0
was	was	vbds	was	be	0
still	still	av	still	still	0
confused	confused	vvn	confused	confuse	0
and	and	cc	and	and	0
grotesque	grotesque	j	grotesque	grotesque	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
,	,	,	,	,	0
he	he	pns31	he	he	0
suffered	suffered	vvd	suffered	suffer	0
a	a	dt	a	a	0
long	long	j	long	long	0
term	term	n1	term	term	0
of	of	pp-f	of	of	0
imprisonment	imprisonment	n1	imprisonment	imprisonment	0
and	and	cc	and	and	0
afterwards	afterwards	av	afterwards	afterwards	0
returned	returned	vvd	returned	return	0
to	to	p-acp	to	to	0
England	England	np1	England	England	0
a	a	dt	a	a	0
morose	morose	j	morose	morose	0
and	and	cc	and	and	0
disappointed	disappointed	vvn	disappointed	disappoint	0
man	man	n1	man	man	0
.	.	.	.	.	1
"	"	"	"	"	0
Name	Name	vvb	Name	name	0
the	the	dt	the	the	0
sum	sum	n1	sum	sum	0
,	,	,	,	,	0
and	and	cc	and	and	0
I	I	pns11	I	I	0
will	will	vmb	will	will	0
pay	pay	vvi	pay	pay	0
it	it	pn31	it	it	0
.	.	.	.	.	0
"	"	"	"	"	1
He	He	pns31	He	he	0
had	had	vhd	had	have	0
hardly	hardly	av	hardly	hardly	0
spoken	spoken	vvn	spoken	speak	0
before	before	a-acp	before	before	0
there	there	a-acp	there	there	0
rushed	rushed	vvd	rushed	rush	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
room	room	n1	room	room	0
one	one	pi	one	one	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
lovely	lovely	j	lovely	lovely	0
young	young	j	young	young	0
women	women	n2	women	woman	0
that	that	cst	that	that	0
I	I	pns11	I	I	0
have	have	vhb	have	have	0
ever	ever	av	ever	ever	0
seen	seen	vvn	seen	see	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
life	life	n1	life	life	0
.	.	.	.	.	1
"	"	"	"	"	0
There	There	pc-acp	There	there	0
is	is	vbz	is	be	0
one	one	pi	one	one	0
other	other	j-jn	other	other	0
thing	thing	n1	thing	thing	0
you	you	pn22	you	you	0
owe	owe	vvb	owe	owe	0
,	,	,	,	,	0
Mr.	Mr.	np1	Mr.	Mr.	0
Holder	Holder	np1	Holder	Holder	0
,	,	,	,	,	0
"	"	"	"	"	0
said	said	vvd	said	say	0
Sherlock	Sherlock	np1	Sherlock	Sherlock	0
Holmes	Holmes	np1	Holmes	Holmes	0
rather	rather	av-c	rather	rather	0
sternly	sternly	av-j	sternly	stern	0
.	.	.	.	.	1
It	It	pn31	It	it	0
was	was	vbds	was	be	0
a	a	dt	a	a	0
few	few	d	few	few	0
weeks	weeks	n2	weeks	week	0
before	before	p-acp	before	before	0
my	my	po11	my	my	0
own	own	d	own	own	0
marriage	marriage	n1	marriage	marriage	0
,	,	,	,	,	0
during	during	p-acp	during	during	0
the	the	dt	the	the	0
days	days	n2	days	day	0
when	when	c-crq	when	when	0
I	I	pns11	I	I	0
was	was	vbds	was	be	0
still	still	av	still	still	0
sharing	sharing	vvg	sharing	share	0
rooms	rooms	n2	rooms	room	0
with	with	p-acp	with	with	0
Holmes	Holmes	np1	Holmes	Holmes	0
in	in	p-acp	in	in	0
Baker	Baker	np1	Baker	Baker	0
Street	Street	np-n1	Street	Street	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
came	came	vvd	came	come	0
home	home	av-an	home	home	0
from	from	p-acp	from	from	0
an	an	dt	an	a	0
afternoon	afternoon	n1	afternoon	afternoon	0
stroll	stroll	vvi	stroll	stroll	0
to	to	pc-acp	to	to	0
find	find	vvi	find	find	0
a	a	dt	a	a	0
letter	letter	n1	letter	letter	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
table	table	n1	table	table	0
waiting	waiting	vvg	waiting	wait	0
for	for	p-acp	for	for	0
him	him	pno31	him	he	0
.	.	.	.	.	1
'	'	'	'	'	0
I	I	pns11	I	I	0
was	was	vbds	was	be	0
admiring	admiring	j-vvg	admiring	admire	0
your	your	po22	your	your	0
fuller's-earth	fuller's-earth	n1	fuller's-earth	fuller's-earth	0
,	,	,	,	,	0
'	'	'	'	'	0
said	said	vvd	said	say	0
I	I	pns11	I	I	0
;	;	;	;	;	0
'	'	'	'	'	0
I	I	pns11	I	I	0
think	think	vvb	think	think	0
that	that	cst	that	that	0
I	I	pns11	I	I	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
better	better	av-jc	better	better	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
advise	advise	vvi	advise	advise	0
you	you	pn22	you	you	0
as	as	a-acp	as	as	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
machine	machine	n1	machine	machine	0
if	if	cs	if	if	0
I	I	pns11	I	I	0
knew	knew	vvd	knew	know	0
what	what	r-crq	what	what	0
the	the	dt	the	the	0
exact	exact	j	exact	exact	0
purpose	purpose	n1	purpose	purpose	0
was	was	vbds	was	be	0
for	for	p-acp	for	for	0
which	which	r-crq	which	which	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
used	used	vvn	used	use	0
.	.	.	.	.	0
'	'	'	'	'	1
"	"	"	"	"	0
Thank	Thank	vvb	Thank	thank	0
you	you	pn22	you	you	0
.	.	.	.	.	1
Every	Every	d	Every	every	0
day	day	n1	day	day	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
nine	nine	crd	nine	nine	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
morning	morning	n1	morning	morning	0
until	until	c-acp	until	until	0
four	four	crd	four	four	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
afternoon	afternoon	n1	afternoon	afternoon	0
,	,	,	,	,	0
I	I	pns11	I	I	0
waited	waited	vvd	waited	wait	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
little	little	j	little	little	0
den	den	n1	den	den	0
,	,	,	,	,	0
until	until	c-acp	until	until	0
at	at	p-acp	at	at	0
last	last	ord	last	last	0
my	my	po11	my	my	0
heart	heart	n1	heart	heart	0
began	began	vvd	began	begin	0
to	to	pc-acp	to	to	0
sink	sink	vvi	sink	sink	0
,	,	,	,	,	0
and	and	cc	and	and	0
I	I	pns11	I	I	0
came	came	vvd	came	come	0
to	to	pc-acp	to	to	0
believe	believe	vvi	believe	believe	0
that	that	cst	that	that	0
I	I	pns11	I	I	0
should	should	vmd	should	shall	0
never	never	av-x	never	never	0
have	have	vhi	have	have	0
any	any	d	any	any	0
practice	practice	n1	practice	practice	0
at	at	p-acp	at	at	0
all	all	d	all	all	0
.	.	.	.	.	1
His	His	po31	His	his	0
expression	expression	n1	expression	expression	0
,	,	,	,	,	0
his	his	po31	his	his	0
manner	manner	n1	manner	manner	0
,	,	,	,	,	0
his	his	po31	his	his	0
very	very	j	very	very	0
soul	soul	n1	soul	soul	0
seemed	seemed	vvd	seemed	seem	0
